ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
303,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
311,3,Tesco,A,58472.0,0.95,"Billingtons Golden Caster 1Kg matches the cluster - same brand (Billington's), same variety (Golden Caster Sugar), same weight (1000g). The cluster contains bot",8
304,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
305,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
307,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
310,2,Tesco,NONE,,0.95,"Cluster is Tate & Lyle branded sweetener 75g. Candidates A and C are Tesco own-brand with different active ingredients (sucralose vs aspartame), not Tate & Lyle",8
305,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
336,2,Sains,NONE,,0.99,"Candidate A is Brita (water filter brand), completely different from Horlicks (malt drink brand). No matching core product.",1
344,3,Morrisons,NONE,,0.95,"Cluster is Sweet Chilli Stir Fry Sauce (165-175g). Candidate A is Hoisin (different flavour), C/D/E/G are prepared meals/fish products (not sauce), B/F/H are no",8
315,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
318,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
348,2,Sains,NONE,,0.95,"The cluster contains Korean-Style BBQ Stir-Fry Sauce (170g). Candidate B is Teriyaki (different flavour), C is Plum & Hoisin (different flavour), G is Chinese S",8
319,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
321,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
326,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
325,3,Tesco,NONE,,0.95,"Cluster contains Options brand hot chocolate (Belgian Choc Mint/Honeycomb variants, 220g). Candidate G is Options brand but different variety (Mint Madness vs C",8
326,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
329,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
350,2,Morrisons,H,28590.0,0.95,"Morrisons Crispy Leaf Mix — 200g matches the core product: mixed leaf salad variety, 200g weight, own-brand equivalent across UK supermarkets",8
332,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
336,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
349,3,Tesco,NONE,,0.95,"Cluster contains Mediterranean Style Salad products (mixed salad with olives). Candidate H is Italian Pitted Olives only, not a salad. No candidate matches the ",8
335,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
352,2,Morrisons,NONE,,0.95,"Cluster is mixed baby leaf salad (90g). No Morrisons candidate matches: A&B are cress (different variety), C is crispy salad 70.1g (different weight), D is pepp",8
339,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
339,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
345,2,Tesco,A,54393.0,0.85,"Tesco Stir Fry Medley is the closest match - same product category (stir fry vegetable mix), similar weight (190g vs 220-240g cluster range), own-brand comparab",8
337,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
370,2,Sains,NONE,,0.95,"Cluster is balsamic dressing (175ml). No candidate matches: A is tabbouleh with herb dressing, B is basil pot, C is rose, D-E are fruits, F is calamari, G is ce",8
337,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
348,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
370,2,Tesco,NONE,,0.95,Cluster is Balsamic Dressing 175ml. Candidate A is Coconut Chilli & Lime Dressing - different flavour/variety. No other candidates match the dressing category.,8
345,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
380,3,Tesco,NONE,,0.95,"Candidate A is a multi-pack (minimum 5 pack) orange product, but the cluster items are loose/individual orange peppers with no pack count specified. Candidate G",8
350,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
369,3,Tesco,NONE,,0.95,"Cluster is fresh whole cucumbers (organic, various sizes). All candidates are prepared food products (sandwiches, maki, subs) or other produce (limes, coriander",6
376,2,Sains,NONE,,0.95,"Cluster is cooked beetroot (vegetable side dish), all candidates are meat-based ready meals (chicken, duck, beef, lamb, pork, gammon). Completely different core",8
352,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
355,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
353,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
354,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
391,2,Tesco,A,53238.0,0.85,"Both cluster items are baking potatoes at 2kg. Candidate A is Tesco Baking Potatoes 2kg, matching the core product (baking potatoes, same weight). Different sup",8
357,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
371,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
403,3,Tesco,NONE,,0.95,"Cluster contains both sweet potato fries (ASDA) and sweet potato mash (Morrisons, Sainsbury's) - inconsistent core products. No Tesco candidate matches this mix",8
381,3,Morrisons,NONE,,0.99,Cluster is baby plum tomatoes (fresh produce). All candidates are prepared meals or non-tomato products. No match available.,8
366,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
374,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
396,2,Sains,NONE,,0.95,Cluster is Golden Kings/Golden King variety potatoes at 2kg. Candidates B and G are different varieties (King Edward and White). A is wrong weight (2.5kg). D an,8
376,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
374,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
397,3,Morrisons,NONE,,0.95,"Cluster is organic baby potatoes 750g. Candidates A-H include salad cress, peppers, tomatoes, apples, beef product, oat milk, and flowers - none are potatoes.",8
377,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
377,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
385,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
378,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
420,2,Sains,NONE,,0.95,"Cluster is carrot batons 300g. No candidate matches: A is mixed vegetables mash, B is dwarf beans, C-G are bacon products, H is bacon rashers. No carrot batons ",8
382,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
426,2,Sains,NONE,,0.95,"Cluster contains 3 vegetables (carrots, broccoli, brussels sprouts) at 300g. Candidate A is only brussels sprouts; B adds extra vegetables (baby corn, sugar sna",8
386,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
391,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
385,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
431,3,Morrisons,NONE,,0.98,"Cluster is Lisner brand Vegetable Salad with Peas 500g. None of the Morrisons candidates match: A is soup kit, B-C are cress salad, D is paratha, E is butter sp",8
396,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
411,2,Sains,NONE,,0.95,"Cluster is Albert Bartlett brand Cheese Croquettes 250g. Candidates B and H are croquettes/bites but different varieties (Butternut Squash & Spinach, and Bacon ",8
398,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
436,2,Tesco,NONE,,0.95,"Cluster is baby portobello mushrooms (plain, 200-250g). Candidates A is stuffed mushrooms (different variety), B is pizza (processed product), C is tomatoes (di",8
406,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
409,3,Morrisons,A,30570.0,0.85,Morrisons own-brand mashed potato in 400g size matches the core product (plain mashed potato) from the cluster. Different SM own-brands are allowed when the cor,8
404,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
404,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
425,3,Sains,NONE,,0.95,"Cluster is fresh fennel vegetable (250g). Candidates are: A) Valentine's product (unrelated), B) Lemon sponge cake (completely different product), C) Valentine'",3
406,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
411,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
439,2,Sains,B,43636.0,0.85,Mixed mushrooms product from Sainsbury's premium range (Taste the Difference equivalent to Finest/Extra Special). Same core product despite weight difference (2,8
442,3,Sains,A,43483.0,0.85,"Sainsbury's Sliced White Mushrooms 250g matches the cluster's core product: sliced mushrooms, 250g weight, standard white/button variety. Own-brand equivalent a",8
413,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
420,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
426,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
447,2,Tesco,NONE,,0.99,Cluster is shallots (vegetable). All candidates are meat/fish/fruit products. No matching core product.,8
433,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
434,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
465,2,Sains,NONE,,0.95,"Cluster contains plain green beans (240g and 225g). Candidate A is dwarf beans (different variety), C contains mixed vegetables (beans, tenderstem, baby corn - ",8
459,3,Morrisons,NONE,,0.95,"Candidate A is Valentine's themed (different product), B is seed-related (different product), C is apples (completely different product). None are organic leeks",3
439,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
435,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
456,3,Morrisons,NONE,,0.95,"Cluster is organic red onions ~500g. Option A is mild onions (different variety, no organic specification). No candidate matches the core product of organic red",8
446,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
441,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
436,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
452,3,Morrisons,C,18643.0,0.75,"Morrisons The Best Thickly Sliced Red Onion matches the cluster's core product (sliced red onions). Weight is 120g vs cluster's 150-180g, which is a minor varia",8
471,3,Morrisons,NONE,,0.95,No candidate matches the core product. The cluster is Paxo Potato Rosti Cakes Mixed Veg 120g - a specific branded potato rosti cake product. None of the Morriso,8
451,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
454,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
446,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
447,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
490,3,Morrisons,NONE,,0.95,"No candidate matches the Huel Vanilla 500ml RTD. B and D are different Huel flavours (Banana and Strawberries & Cream), not Vanilla. All other candidates are di",8
457,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
462,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
462,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
482,3,Sains,NONE,,0.95,"The cluster contains ready-to-eat hoisin duck wraps (wheat wrap format, ~200g). Candidate A is hoisin duck bites (different format - bites not wraps, different ",8
461,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
