supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
Tesco,8.25,6.25,l,Beavertown Neck Oil Session Ipa 4X330ml,20240413,drinks,False,False,Beavertown Neck Oil Session Ipa 4X330ml,,,,Beavertown,4.0,count_x_size,1320.0,ml,,False,,,,Neck Oil Session Ipa,neck oil session ipa
ASDA,2.0,8.0,kg,Merchant Gourmet Smoky Spanish-Style Grains & Rice,20240413,food_cupboard,False,False,Merchant Gourmet Smoky Spanish-Style Grains & Rice,,,,Merchant Gourmet,,,250.0,g,,True,,,,Smoky Spanish-Style Grains and Rice,smoky spanish style grains and rice
Morrisons,1.29,5.6,kg,Morrisons Everyday Tea Bags 80 Pack,20240413,food_cupboard,True,False,Morrisons Everyday Tea Bags 80 Pack,Morrisons,standard,,,80.0,count_pack,230.4,g,,True,,,,Everyday Tea Bags,everyday tea bags
Morrisons,2.0,5.0,l,Amoy Rich Coconut Milk,20240413,food_cupboard,False,False,Amoy Rich Coconut Milk,,,,Amoy,,,400.0,ml,,True,,,,Rich Coconut Milk,rich coconut milk
Sains,4.0,10.0,kg,Cadbury Dairy Milk Caramel Chocolate Brownie 400g,20240221,frozen,False,False,Cadbury Dairy Milk Caramel Chocolate Brownie 400g,,,,Cadbury,,,400.0,g,,False,,,,Dairy Milk Caramel Chocolate Brownie,dairy milk caramel chocolate brownie
ASDA,4.0,3.03,l,Kopparberg Premium Cider with Strawberry & Pineapple 4 x 330ml,20240413,drinks,False,False,Kopparberg Premium Cider with Strawberry & Pineapple 4 x 330ml,,,,Kopparberg,4.0,count_x_size,1320.0,ml,,False,,,,Premium Cider with Strawberry and Pineapple,premium cider with strawberry and pineapple
ASDA,2.5,1.43,kg,Indus Chana Dal,20240201,food_cupboard,False,False,Indus Chana Dal,,,,,,,1748.3,g,,True,,,,Indus Chana Dal,indus chana dal
ASDA,1.49,16.0,kg,Batchelors Cup a Soup Tomato Soup 4 Instant Soup Sachets,20240413,food_cupboard,False,False,Batchelors Cup a Soup Tomato Soup 4 Instant Soup Sachets,,,,Batchelors,,,93.1,g,,True,,,,Cup a Soup Tomato Soup 4 Instant Soup Sachets,cup a soup tomato soup 4 instant soup sachets
ASDA,3.5,7.5,kg,Nando's Perinaise Garlic Peri-Peri Mayonnaise,20240413,food_cupboard,False,False,Nando's Perinaise Garlic Peri-Peri Mayonnaise,,,,Nando'S,,,466.7,g,,True,,,,Perinaise Garlic Peri-Peri Mayonnaise,perinaise garlic peri peri mayonnaise
Morrisons,2.85,14.25,kg,Violife Original Flavour Grated V…,20240413,free-from,False,True,Violife Original Flavour Grated V…,,,,Violife,,,200.0,g,,True,,,{'form': ['grated']},Original Flavour Grated V…,original flavour grated v
Tesco,2.75,9.17,kg,Quorn Biryani Bowl 300G,20240413,fresh_food,False,False,Quorn Biryani Bowl 300G,,,,Quorn,,,300.0,g,,False,,,,Biryani Bowl,biryani bowl
Tesco,2.2,7.2,kg,Pukka 2 Chicken Bakes 306g,20240413,frozen,False,False,Pukka 2 Chicken Bakes 306g,,,,Pukka,,,306.0,g,,False,,,,2 Chicken Bakes,2 chicken bakes
ASDA,0.7,14.0,kg,Grace Coconut Milk Powder,20240413,food_cupboard,False,False,Grace Coconut Milk Powder,,,,Grace,,,50.0,g,,True,,,{'form': ['powder']},Coconut Milk Powder,coconut milk powder
Sains,3.35,9.9,kg,"Sainsbury's Set Honey, SO Organic 340g",20240413,food_cupboard,True,False,"Sainsbury's Set Honey, SO Organic 340g",Sainsbury's,standard,,,,,340.0,g,,False,organic,organic,,"Set Honey, SO",set honey so
Morrisons,4.95,22.5,kg,Morrisons Boneless Atlantic Salmon Portions Twin Pack,20240118,frozen,True,False,Morrisons Boneless Atlantic Salmon Portions Twin Pack,Morrisons,standard,,,,,220.0,g,,True,,,{'prep_meat_fish': ['boneless']},Boneless Atlantic Salmon Portions Twin Pack,boneless atlantic salmon portions twin pack
Sains,1.5,1.5,l,Sainsbury's Vanilla Flavour Ice Cream 1L,20240413,free-from,True,False,Sainsbury's Vanilla Flavour Ice Cream 1L,Sainsbury's,standard,,,,,1000.0,ml,,False,,,,Vanilla Flavour Ice Cream,vanilla flavour ice cream
ASDA,2.5,6.2,l,Blue Dragon Coconut Milk,20240413,free-from,False,False,Blue Dragon Coconut Milk,,,,Blue Dragon,,,403.2,ml,,True,,,,Coconut Milk,coconut milk
Sains,2.0,7.7,kg,Nando’s Peri-Peri Marinade Lemon and Herb Extra Mild 260g,20240413,food_cupboard,False,False,Nando’s Peri-Peri Marinade Lemon and Herb Extra Mild 260g,,,,Nando'S,,,260.0,g,,False,,,"{'flavor': ['mild'], 'maturity': ['mild']}",Peri-Peri Marinade Lemon and Herb Extra Mild,peri peri marinade lemon and herb extra mild
Morrisons,2.0,2.7,kg,Hartleys Jelly Blackcurrant Flavour Jelly 6PK,20240413,food_cupboard,False,False,Hartleys Jelly Blackcurrant Flavour Jelly 6PK,,,,Hartleys,6.0,count_pk,740.7,g,,True,,,,Jelly Blackcurrant Flavour Jelly,jelly blackcurrant flavour jelly
Sains,14.0,18.62,l,Villa Maria Sparkling Cuvée Brut 75cl,20240413,drinks,False,False,Villa Maria Sparkling Cuvée Brut 75cl,,,,Villa Maria,,,750.0,ml,,False,,,,Sparkling Cuvée Brut,sparkling cuvee brut
Sains,1.95,7.8,l,"Sainsbury's Sicilian Lemon Gin & Tonic, Taste the Difference 250ml",20240405,drinks,True,False,"Sainsbury's Sicilian Lemon Gin & Tonic, Taste the Difference 250ml",Sainsbury's,standard,,,,,250.0,ml,,False,,,,"Sicilian Lemon Gin and Tonic, Taste the Difference",sicilian lemon gin and tonic taste the difference
Tesco,0.9,12.0,kg,Batchelors Super Noodles Pot Bbq Beef 75G,20240413,food_cupboard,False,False,Batchelors Super Noodles Pot Bbq Beef 75G,,,,Batchelors,,,75.0,g,,False,,,{'cooking_method': ['bbq']},Super Noodles Pot Bbq Beef,super noodles pot bbq beef
ASDA,25.0,35.71,l,El Jimador 100% Agave Tequila Blanco,20240413,drinks,False,False,El Jimador 100% Agave Tequila Blanco,,,,,,,700.1,ml,100.0,True,,,,El Jimador Agave Tequila Blanco,el jimador agave tequila blanco
Sains,5.6,3.5,kg,Muttil Whole Peeled Tomatoes 4x400g,20240413,food_cupboard,False,False,Muttil Whole Peeled Tomatoes 4x400g,,,,,4.0,count_x_size,1600.0,g,,False,,,"{'form': ['peeled', 'whole']}",Muttil Whole Peeled Tomatoes,muttil whole peeled tomatoes
Morrisons,1.5,7.5,kg,Morrisons Fishmonger Kipper Fillets,20240413,fresh_food,True,False,Morrisons Fishmonger Kipper Fillets,Morrisons,standard,,,,,200.0,g,,True,,,,Fishmonger Kipper Fillets,fishmonger kipper fillets
Sains,3.95,69.3,kg,"Starbucks by Nespresso Decaf Espresso Coffee x10 Pods, 10 Drinks",20240413,food_cupboard,False,False,"Starbucks by Nespresso Decaf Espresso Coffee x10 Pods, 10 Drinks",,,,Starbucks,10.0,x_count,57.0,g,,True,,,,"by Nespresso Decaf Espresso Coffee Pods, 10 Drinks",by nespresso decaf espresso coffee pods 10 drinks
Morrisons,2.39,9.6,kg,Holy Cow! Delhi Tikka Masala,20240413,food_cupboard,False,False,Holy Cow! Delhi Tikka Masala,,,,,,,249.0,g,,True,,,,Holy Cow! Delhi Tikka Masala,holy cow delhi tikka masala
Sains,0.62,1.6,kg,Sainsbury's Oxtail Soup 400g,20240413,food_cupboard,True,False,Sainsbury's Oxtail Soup 400g,Sainsbury's,standard,,,,,400.0,g,,False,,,,Oxtail Soup,oxtail soup
Sains,1.75,2.9,kg,Sainsbury's Chunky Vegetable Soup 600g,20240413,fresh_food,True,False,Sainsbury's Chunky Vegetable Soup 600g,Sainsbury's,standard,,,,,600.0,g,,False,,,{'texture': ['chunky']},Chunky Vegetable Soup,chunky vegetable soup
ASDA,0.65,0.7,l,ASDA Diet Indian Tonic Water with Lime,20240413,drinks,True,False,ASDA Diet Indian Tonic Water with Lime,ASDA,standard,,,,,928.6,ml,,True,,,,Diet Indian Tonic Water with Lime,diet indian tonic water with lime
ASDA,9.5,39.6,kg,Grenade Chocolate Chip Salted Caramel Flavour,20240225,food_cupboard,False,False,Grenade Chocolate Chip Salted Caramel Flavour,,,,Grenade,,,239.9,g,,True,,,,Chocolate Chip Salted Caramel Flavour,chocolate chip salted caramel flavour
ASDA,1.69,0.28,unit,ASDA Zingy & Crisp Braeburn Apples,20240413,fresh_food,True,False,ASDA Zingy & Crisp Braeburn Apples,ASDA,standard,,,,,,,,False,,,,Zingy and Crisp Braeburn Apples,zingy and crisp braeburn apples
Sains,20.0,38.5,kg,PhD Smart Protein Powder Plant Chocolate Cookie 500g,20240413,free-from,False,False,PhD Smart Protein Powder Plant Chocolate Cookie 500g,,,,Phd,,,500.0,g,,False,,,{'form': ['powder']},Smart Protein Powder Plant Chocolate Cookie,smart protein powder plant chocolate cookie
Morrisons,5.0,15.24,kg,Morrisons The Best Panc…,20240311,fresh_food,True,True,Morrisons The Best Panc…,Morrisons The Best,premium,The Best,,,,328.1,g,,True,,,,Panc…,panc
Sains,12.5,0.07,unit,Sainsbury's Health Matters Immunity Chewable Vitamin C One a Day Tablet x180 1000mg,20240413,free-from,True,False,Sainsbury's Health Matters Immunity Chewable Vitamin C One a Day Tablet x180 1000mg,Sainsbury's,standard,,,180.0,x_count,1.0,g,,False,,,,Health Matters Immunity Chewable Vitamin C One a Day Tablet,health matters immunity chewable vitamin c one a day tablet
ASDA,2.75,6.25,l,BrewDog Hazy Jane Guava,20240413,drinks,False,False,BrewDog Hazy Jane Guava,,,,Brewdog,,,440.0,ml,,True,,,,Hazy Jane Guava,hazy jane guava
Sains,2.0,24.4,kg,Science in Sport Beta Fuel Orange Energy Drink 82g,20240413,free-from,False,False,Science in Sport Beta Fuel Orange Energy Drink 82g,,,,Science In Sport,,,82.0,g,,False,,,,Beta Fuel Orange Energy Drink,beta fuel orange energy drink
Sains,0.55,0.55,unit,Sainsbury's Large Garlic,20240413,fresh_food,True,False,Sainsbury's Large Garlic,Sainsbury's,standard,,,,,,,,False,,,,Large Garlic,large garlic
Sains,6.25,8.31,l,Edizione 789 Di Mondelli Prosecco 75cl,20240413,drinks,False,False,Edizione 789 Di Mondelli Prosecco 75cl,,,,,,,750.0,ml,,False,,,,Edizione 789 Di Mondelli Prosecco,edizione 789 di mondelli prosecco
Sains,12.0,49.6,kg,Tony's Chocolonely Milk Chocolate 242g,20240201,food_cupboard,False,False,Tony's Chocolonely Milk Chocolate 242g,,,,,,,242.0,g,,False,,,,Tony's Chocolonely Milk Chocolate,tony s chocolonely milk chocolate
Morrisons,4.25,4.25,kg,Morrisons BBQ Chicken Drums,20240413,fresh_food,True,False,Morrisons BBQ Chicken Drums,Morrisons,standard,,,,,1000.0,g,,True,,,{'cooking_method': ['bbq']},BBQ Chicken Drums,bbq chicken drums
Morrisons,0.99,6.69,kg,Morrisons 2 Fresh Bake Pork Sausage Rolls,20240413,fresh_food,True,False,Morrisons 2 Fresh Bake Pork Sausage Rolls,Morrisons,standard,,,,,148.0,g,,True,,,{'cut_meat': ['sausage']},2 Fresh Bake Pork Sausage Rolls,2 fresh bake pork sausage rolls
Sains,1.25,7.35,kg,Pukka Vegan No Steak Slice 170g,20240413,free-from,False,False,Pukka Vegan No Steak Slice 170g,,,,Pukka,,,170.0,g,,False,diet,vegan,{'cut_meat': ['steak']},No Steak Slice,no steak slice
Sains,2.5,5.56,kg,Sainsbury's Frozen Peach & Nectarine Slices 450g,20240413,fresh_food,True,False,Sainsbury's Frozen Peach & Nectarine Slices 450g,Sainsbury's,standard,,,,,450.0,g,,False,,,,Frozen Peach and Nectarine Slices,frozen peach and nectarine slices
Morrisons,3.49,11.63,kg,Morrisons The Best Aged Red Leicester,20240413,fresh_food,True,False,Morrisons The Best Aged Red Leicester,Morrisons The Best,premium,The Best,,,,300.1,g,,True,,,{'maturity': ['aged']},Aged Red Leicester,aged red leicester
Morrisons,3.0,8.11,kg,This Isn't Chicken Plant-Based Chicken Pieces,20240413,fresh_food,False,False,This Isn't Chicken Plant-Based Chicken Pieces,,,,,,,369.9,g,,True,diet,plant-based,,This Isn't Chicken Chicken Pieces,this isn t chicken chicken pieces
Sains,2.1,2.1,l,Califia Farms Oat Drink Barista Blend 1L,20240413,food_cupboard,False,False,Califia Farms Oat Drink Barista Blend 1L,,,,,,,1000.0,ml,,False,,,,Califia Farms Oat Drink Barista Blend,califia farms oat drink barista blend
ASDA,0.75,3.8,kg,Shalimar Balti Mix 200g,20240413,food_cupboard,False,False,Shalimar Balti Mix 200g,,,,,,,200.0,g,,False,,,,Shalimar Balti Mix,shalimar balti mix
Sains,18.0,18.0,l,Grant's Triple Wood Blended Scotch Whisky 1L,20240413,drinks,False,False,Grant's Triple Wood Blended Scotch Whisky 1L,,,,,,,1000.0,ml,,False,,,,Grant's Triple Wood Blended Scotch Whisky,grant s triple wood blended scotch whisky
Tesco,26.0,13.0,kg,Tesco Lamb Whole Leg Joint,20240413,fresh_food,True,False,Tesco Lamb Whole Leg Joint,Tesco,standard,,,,,2000.0,g,,True,,,"{'form': ['whole'], 'cut_meat': ['joint']}",Lamb Whole Leg Joint,lamb whole leg joint
Sains,1.1,30.6,kg,Orion Choco Boy Chocolate Biscuits 36g,20240221,free-from,False,False,Orion Choco Boy Chocolate Biscuits 36g,,,,,,,36.0,g,,False,,,,Orion Choco Boy Chocolate Biscuits,orion choco boy chocolate biscuits
Sains,5.25,4.4,l,Fever-Tree Premium Indian Tonic Water 8 x 150ml (Sugar levy applied),20240413,drinks,False,False,Fever-Tree Premium Indian Tonic Water 8 x 150ml (Sugar levy applied),,,,Fever-Tree,8.0,count_x_size,1200.0,ml,,False,,,,Premium Indian Tonic Water (Sugar levy applied),premium indian tonic water sugar levy applied
Morrisons,0.49,4.3,kg,Morrisons Savers Fruit Cocktail Trifle,20240413,fresh_food,True,False,Morrisons Savers Fruit Cocktail Trifle,Morrisons Savers,value,Savers,,,,114.0,g,,True,,,,Fruit Cocktail Trifle,fruit cocktail trifle
Tesco,1.4,7.0,kg,Mcvitie's 8 Toasting Waffles Chocolate 200G,20240413,bakery,False,False,Mcvitie's 8 Toasting Waffles Chocolate 200G,,,,Mcvitie'S,,,200.0,g,,False,,,,8 Toasting Waffles Chocolate,8 toasting waffles chocolate
Morrisons,1.15,4.6,l,UFIT Chocolate Protein,20240413,drinks,False,False,UFIT Chocolate Protein,,,,Ufit,,,250.0,ml,,True,,,,Chocolate Protein,chocolate protein
ASDA,6.0,2.64,l,Hobgoblin Gold Beer,20240413,drinks,False,False,Hobgoblin Gold Beer,,,,Hobgoblin,,,2272.7,ml,,True,,,,Gold Beer,gold beer
ASDA,1.25,4.2,kg,ASDA Free From Brown Sauce,20240413,free-from,True,False,ASDA Free From Brown Sauce,ASDA Free From,dietary,Free From,,,,297.6,g,,True,,,{'bakery_type': ['brown']},Brown Sauce,brown sauce
Sains,2.55,2.6,l,Mazola Pure Corn Oil 1L,20240413,food_cupboard,False,False,Mazola Pure Corn Oil 1L,,,,,,,1000.0,ml,,False,,,,Mazola Pure Corn Oil,mazola pure corn oil
Tesco,2.95,8.2,kg,Bio&Me Super Berry Gut Loving Granola 360g,20240413,food_cupboard,False,False,Bio&Me Super Berry Gut Loving Granola 360g,,,,,,,360.0,g,,False,organic,bio,,and Me Super Berry Gut Loving Granola,and me super berry gut loving granola
Morrisons,1.99,11.7,kg,Pek Chopped Pork Gold,20240413,food_cupboard,False,False,Pek Chopped Pork Gold,,,,Pek,,,170.1,g,,True,,,{'form': ['chopped']},Chopped Pork Gold,chopped pork gold
Morrisons,2.25,6.2,kg,Aashirvaad Phulka Roti,20240413,food_cupboard,False,False,Aashirvaad Phulka Roti,,,,Aashirvaad,,,362.9,g,,True,,,,Phulka Roti,phulka roti
Sains,3.5,8.75,kg,Plant Pioneers Vegan No Chicken Sweet & Sour with Tofu Fried Rice Ready Meal for 1 400g,20240413,free-from,False,False,Plant Pioneers Vegan No Chicken Sweet & Sour with Tofu Fried Rice Ready Meal for 1 400g,,,,,,,400.0,g,,False,"diet,preparation","vegan,ready meal","{'cooking_method': ['fried'], 'flavor': ['sweet', 'sour']}",Plant Pioneers No Chicken Sweet and Sour with Tofu Fried Rice for 1,plant pioneers no chicken sweet and sour with tofu fried rice for 1
Tesco,2.4,6.12,kg,Tesco Beef Casserole 392G,20240413,food_cupboard,True,False,Tesco Beef Casserole 392G,Tesco,standard,,,,,392.0,g,,False,,,,Beef Casserole,beef casserole
ASDA,1.4,37.0,kg,Wrigley's Extra Cool Breeze Sugar Free Chewing Gum Sugar Free 3 x 9 Pieces,20240413,food_cupboard,False,False,Wrigley's Extra Cool Breeze Sugar Free Chewing Gum Sugar Free 3 x 9 Pieces,,,,Wrigley'S,9.0,x_count,37.8,g,,True,diet,sugar free,,Extra Cool Breeze Chewing Gum 3 Pieces,extra cool breeze chewing gum 3 pieces
Morrisons,4.5,2.3,l,Monster Energy Drink Ultra Fiesta Mango,20240413,drinks,False,False,Monster Energy Drink Ultra Fiesta Mango,,,,Monster,,,1956.5,ml,,True,,,,Energy Drink Ultra Fiesta Mango,energy drink ultra fiesta mango
Sains,5.5,30.6,kg,Sainsbury's Steamed ASC Scottish Salmon Portions x2 180g (Ready to eat),20240413,free-from,True,False,Sainsbury's Steamed ASC Scottish Salmon Portions x2 180g (Ready to eat),Sainsbury's,standard,,,2.0,x_count,180.0,g,,False,preparation,ready to eat,{'cooking_method': ['steamed']},Steamed ASC Scottish Salmon Portions,steamed asc scottish salmon portions
Morrisons,1.29,2.6,l,Grace Original Aloe Vera Juice Drink,20240413,food_cupboard,False,False,Grace Original Aloe Vera Juice Drink,,,,Grace,,,496.2,ml,,True,,,,Original Aloe Vera Juice Drink,original aloe vera juice drink
ASDA,1.0,18.0,kg,COOK by ASDA Chopped Garlic,20240413,food_cupboard,True,False,COOK by ASDA Chopped Garlic,COOK by ASDA,standard,,,,,55.6,g,,True,,,{'form': ['chopped']},Chopped Garlic,chopped garlic
Tesco,2.5,9.5,kg,Nandos Peri Peri Quick Marinade Medium 262G,20240413,food_cupboard,False,False,Nandos Peri Peri Quick Marinade Medium 262G,,,,Nandos,,,262.0,g,,False,,,{'flavor': ['medium']},Peri Peri Quick Marinade Medium,peri peri quick marinade medium
Sains,2.25,64.3,kg,"Twinings Spiced Ginger Tea, 20 Tea Bags",20240413,food_cupboard,False,False,"Twinings Spiced Ginger Tea, 20 Tea Bags",,,,Twinings,20.0,bag_count,35.0,g,,True,,,,Spiced Ginger Tea,spiced ginger tea
Tesco,1.25,31.2,kg,Simply Cook Creamy Tuscan Sausage Pasta R/Kit 40G,20240413,food_cupboard,False,False,Simply Cook Creamy Tuscan Sausage Pasta R/Kit 40G,,,,Simply Cook,,,40.0,g,,False,,,"{'texture': ['creamy'], 'cut_meat': ['sausage']}",Creamy Tuscan Sausage Pasta R/Kit,creamy tuscan sausage pasta r kit
Tesco,4.0,8.0,l,Belvoir Ginger Cordial 500Ml,20240413,drinks,False,False,Belvoir Ginger Cordial 500Ml,,,,Belvoir,,,500.0,ml,,False,,,,Ginger Cordial,ginger cordial
Tesco,1.75,19.44,kg,Tesco Sugar Snap Peas And Sweet Chilli Dip 90G,20240412,fresh_food,True,False,Tesco Sugar Snap Peas And Sweet Chilli Dip 90G,Tesco,standard,,,,,90.0,g,,False,,,{'flavor': ['sweet']},Sugar Snap Peas And Sweet Chilli Dip,sugar snap peas and sweet chilli dip
Morrisons,2.6,7.0,kg,Bonne Maman Peach Conserve,20240413,food_cupboard,False,False,Bonne Maman Peach Conserve,,,,Bonne Maman,,,371.4,g,,True,,,,Peach Conserve,peach conserve
ASDA,2.3,0.14,unit,The BAKERY at ASDA Fluffy 16 Teacake Mini Bites,20240413,bakery,True,False,The BAKERY at ASDA Fluffy 16 Teacake Mini Bites,The BAKERY at ASDA,standard,,,,,,,,False,,,,Fluffy 16 Teacake Mini Bites,fluffy 16 teacake mini bites
Sains,3.5,8.75,kg,"Black Farmer Premium Pork Sausages, Gluten Free x6 400g",20240413,food_cupboard,False,False,"Black Farmer Premium Pork Sausages, Gluten Free x6 400g",,,,,6.0,x_count,400.0,g,,False,free_from,gluten free,,Black Farmer Premium Pork Sausages,black farmer premium pork sausages
Tesco,3.0,7.5,kg,Merchant Gourmet Herby Mediterranean Vegetables & Couscous 400G,20240413,frozen,False,False,Merchant Gourmet Herby Mediterranean Vegetables & Couscous 400G,,,,Merchant Gourmet,,,400.0,g,,False,,,,Herby Mediterranean Vegetables and Couscous,herby mediterranean vegetables and couscous
ASDA,3.0,7.5,kg,Lurpak Slightly Salted Spreadable 400g,20240413,fresh_food,False,False,Lurpak Slightly Salted Spreadable 400g,,,,Lurpak,,,400.0,g,,False,,,,Slightly Salted Spreadable,slightly salted spreadable
Tesco,15.0,15.0,unit,Tesco Chocolate & Salted Caramel Drip Cake,20240413,bakery,True,False,Tesco Chocolate & Salted Caramel Drip Cake,Tesco,standard,,,,,,,,False,,,,Chocolate and Salted Caramel Drip Cake,chocolate and salted caramel drip cake
Sains,1.25,1.3,l,Sainsbury's Pure Tomato Juice 1L,20240413,drinks,True,False,Sainsbury's Pure Tomato Juice 1L,Sainsbury's,standard,,,,,1000.0,ml,,False,,,,Pure Tomato Juice,pure tomato juice
ASDA,2.0,6.7,kg,ASDA 6 Mini Hog Roast Pork Pies 300g,20240413,fresh_food,True,False,ASDA 6 Mini Hog Roast Pork Pies 300g,ASDA,standard,,,,,300.0,g,,False,,,,6 Mini Hog Roast Pork Pies,6 mini hog roast pork pies
Tesco,3.0,6.82,kg,"Tesco Finest 4 Pork, Coastal Cheddar & Confit Onion Sausages 440g",20240413,fresh_food,True,False,"Tesco Finest 4 Pork, Coastal Cheddar & Confit Onion Sausages 440g",Tesco Finest,premium,Finest,,,,440.0,g,,False,,,,"4 Pork, Coastal Cheddar and Confit Onion Sausages",4 pork coastal cheddar and confit onion sausages
Morrisons,2.15,2.9,l,Morrisons The Best Elderflower Presse,20240413,drinks,True,False,Morrisons The Best Elderflower Presse,Morrisons The Best,premium,The Best,,,,741.4,ml,,True,,,,Elderflower Presse,elderflower presse
Sains,1.8,0.9,unit,"Sainsbury's Sweet Pointed Peppers, SO Organic x2 (Colours May Vary)",20240413,free-from,True,False,"Sainsbury's Sweet Pointed Peppers, SO Organic x2 (Colours May Vary)",Sainsbury's,standard,,,2.0,x_count,,,,False,organic,organic,{'flavor': ['sweet']},"Sweet Pointed Peppers, SO (Colours May Vary)",sweet pointed peppers so colours may vary
Morrisons,1.99,5.8,kg,Mackays Scottish Strawberry Preserve,20240413,food_cupboard,False,False,Mackays Scottish Strawberry Preserve,,,,,,,343.1,g,,True,,,,Mackays Scottish Strawberry Preserve,mackays scottish strawberry preserve
Sains,4.75,10.22,kg,"Sainsbury's Chicken Bacon Caesar, Taste the Difference 465g",20240411,fresh_food,True,False,"Sainsbury's Chicken Bacon Caesar, Taste the Difference 465g",Sainsbury's,standard,,,,,465.0,g,,False,,,,"Chicken Bacon Caesar, Taste the Difference",chicken bacon caesar taste the difference
Tesco,27.0,27.0,l,Jim Beam Kentucky Straight Bourbon Whiskey 1L,20240413,drinks,False,False,Jim Beam Kentucky Straight Bourbon Whiskey 1L,,,,Jim Beam,,,1000.0,ml,,False,,,,Kentucky Straight Bourbon Whiskey,kentucky straight bourbon whiskey
ASDA,3.2,10.7,kg,Sharwood's Plum Sauce,20240413,food_cupboard,False,False,Sharwood's Plum Sauce,,,,Sharwood'S,,,299.1,g,,True,,,,Plum Sauce,plum sauce
